gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LINC01099	3.254471066	-1.329385747	0.224308581	-5.926593365	3.09E-09	1.07E-08
RBPMS-AS1	145.0308476	-1.06119399	0.179061303	-5.9264284	3.10E-09	1.07E-08
LINC01513	8.233100536	-1.892627144	0.319563634	-5.922536063	3.17E-09	1.09E-08
AC010205.1	1.019336044	-1.769428373	0.298937467	-5.919058555	3.24E-09	1.11E-08
AC022497.1	118.8259896	-1.193485253	0.201713911	-5.916722578	3.28E-09	1.13E-08
AP003385.3	1.156673219	-1.328837563	0.224850761	-5.90986465	3.42E-09	1.18E-08
FAM95B1	2.618878873	-1.486131434	0.252003769	-5.897258749	3.70E-09	1.27E-08
LINC00028	1.326808786	-1.471133934	0.249674042	-5.892218208	3.81E-09	1.30E-08
PTGDR2	26.73898974	-1.007191333	0.171044009	-5.888492304	3.90E-09	1.33E-08
DOK7	162.6483853	-1.123087293	0.191168491	-5.874855658	4.23E-09	1.44E-08
PRPH	17.64291509	-1.481733016	0.252240214	-5.874293376	4.25E-09	1.45E-08
AL391807.1	14.48471174	-1.444699287	0.245973505	-5.873393923	4.27E-09	1.45E-08
ERICH3	313.0236374	-2.030574824	0.345954668	-5.869482376	4.37E-09	1.49E-08
SCN3B	54.65871566	-1.056796427	0.180059216	-5.869160434	4.38E-09	1.49E-08
C18orf63	8.649204236	-2.036418403	0.347853268	-5.85424543	4.79E-09	1.62E-08
ACSM5	53.56294916	-1.136528109	0.194440978	-5.845105894	5.06E-09	1.71E-08
P2RY12	81.51428137	-1.134768386	0.194361719	-5.838435638	5.27E-09	1.78E-08
APOA1-AS	6.831185308	-1.205212552	0.206430627	-5.838341774	5.27E-09	1.78E-08
MAS1L	2.654049394	-1.856267344	0.31813029	-5.834928017	5.38E-09	1.81E-08
AC008268.1	358.5143047	-2.146518861	0.368039949	-5.832298545	5.47E-09	1.84E-08
AC137723.1	2.106033145	-1.151129254	0.197601485	-5.825509127	5.69E-09	1.91E-08
ZNF536	9.307787049	-1.76350625	0.302795502	-5.824083371	5.74E-09	1.93E-08
AP001065.3	19.14340564	-1.094253938	0.187921252	-5.822938724	5.78E-09	1.94E-08
DNAH9	440.7483223	-1.984547137	0.340909959	-5.821323441	5.84E-09	1.96E-08
TGFB2	779.7529305	-1.076545903	0.185107725	-5.815780543	6.04E-09	2.02E-08
DNAAF1	351.830697	-1.494889878	0.257202942	-5.812102553	6.17E-09	2.06E-08
OR7E29P	1.902717155	-1.63838013	0.282226787	-5.805190034	6.43E-09	2.15E-08
AC104365.2	1.241801057	-1.75694906	0.30289971	-5.800431634	6.61E-09	2.21E-08
DNAI1	162.6114155	-1.72449033	0.297305593	-5.800396537	6.62E-09	2.21E-08
AC093484.1	1.960831298	-1.220907878	0.210549078	-5.798685455	6.68E-09	2.23E-08
ADGRG4	2.659737459	-2.349577382	0.405235567	-5.798053209	6.71E-09	2.24E-08
NLRP14	6.805121509	-1.117598571	0.193254637	-5.783036249	7.34E-09	2.43E-08
AC008878.3	3.88179301	-1.422496222	0.246108239	-5.779961814	7.47E-09	2.48E-08
SRGAP3-AS2	148.496998	-2.232494387	0.386493654	-5.776276955	7.64E-09	2.53E-08
RGR	1.117637084	-2.224542997	0.38529214	-5.773652681	7.76E-09	2.57E-08
AP003071.4	15.88599232	-1.00213252	0.17378198	-5.766607809	8.09E-09	2.67E-08
FHAD1	327.7473909	-1.059744413	0.183860013	-5.76386565	8.22E-09	2.71E-08
S100A4	10047.65337	-1.073237399	0.18635523	-5.759094585	8.46E-09	2.79E-08
TMEM178A	172.3040179	-1.206685014	0.209586367	-5.75745948	8.54E-09	2.81E-08
AC084398.2	6.433151386	-1.435960384	0.249457826	-5.756325247	8.60E-09	2.83E-08
CCDC74B	79.69943684	-1.234630712	0.214567227	-5.754050744	8.71E-09	2.87E-08
C5orf67	2.037996802	-1.237924368	0.21521745	-5.751970233	8.82E-09	2.90E-08
AL590787.1	2.082822655	-1.044375903	0.181699657	-5.747814394	9.04E-09	2.97E-08
SLC22A10	3.76230759	-1.80638924	0.314561365	-5.742565496	9.33E-09	3.06E-08
CSF3R	3231.620453	-1.108130384	0.193262212	-5.733818183	9.82E-09	3.22E-08
AL138787.1	11.00015077	-1.472039593	0.256841707	-5.731310583	9.97E-09	3.26E-08
AC103809.1	1.424459999	-1.562691553	0.272858626	-5.727110692	1.02E-08	3.34E-08
KANK4	181.0463625	-1.341097489	0.234445544	-5.720294208	1.06E-08	3.47E-08
MYRIP	147.0757449	-1.199063031	0.209794699	-5.715411483	1.09E-08	3.57E-08
MAPK10	367.9460168	-1.052554292	0.184360364	-5.709222246	1.13E-08	3.70E-08
RNU6-892P	1.473892361	-1.319465439	0.231276291	-5.705147868	1.16E-08	3.78E-08
ADARB2	52.31447099	-1.308680888	0.22949492	-5.702439452	1.18E-08	3.84E-08
CPEB1	58.20342737	-1.105718662	0.193938317	-5.701393499	1.19E-08	3.86E-08
RRAD	1488.265801	-1.218514523	0.213727749	-5.70124624	1.19E-08	3.87E-08
AL158055.1	2.829330861	-1.494171917	0.262129567	-5.70012736	1.20E-08	3.89E-08
ADGRF5P2	10.88564292	-1.190943561	0.208962042	-5.699329637	1.20E-08	3.91E-08
NCR1	18.27599818	-1.104156454	0.19405618	-5.689880407	1.27E-08	4.12E-08
ADGRF5P1	15.9209699	-1.077043647	0.189363099	-5.68771663	1.29E-08	4.17E-08
AC063944.3	1.700267118	-1.317041151	0.231562245	-5.687633376	1.29E-08	4.17E-08
AC105053.1	11.45236686	-1.322425197	0.232667164	-5.683763761	1.32E-08	4.26E-08
HLA-DRB6	3011.371295	-1.130617746	0.199021076	-5.68089456	1.34E-08	4.33E-08
FRMPD1	14.39965538	-1.437519156	0.253610085	-5.668225525	1.44E-08	4.65E-08
AC233976.1	2.194506085	-1.339179848	0.236378608	-5.665402036	1.47E-08	4.72E-08
LINC01267	17.91413634	-1.52608104	0.269415139	-5.664421993	1.48E-08	4.75E-08
OR2S1P	6.12991789	-1.928928242	0.340661533	-5.662301309	1.49E-08	4.80E-08
AC245128.3	21.8061432	-1.237179335	0.218828728	-5.653642217	1.57E-08	5.04E-08
AL022068.1	36.87822269	-1.307097251	0.231422267	-5.648104937	1.62E-08	5.20E-08
AC092944.2	2.018848641	-2.033280132	0.360067383	-5.646943398	1.63E-08	5.23E-08
KLRD1	282.3626431	-1.018624951	0.18044345	-5.645120116	1.65E-08	5.28E-08
QRFPR	3.269531644	-2.16818212	0.384306638	-5.641802415	1.68E-08	5.38E-08
C6orf118	85.48823285	-1.962507414	0.347851292	-5.641799979	1.68E-08	5.38E-08
AL391094.1	2.720040504	-1.053407963	0.186903535	-5.63610509	1.74E-08	5.55E-08
ZDHHC15	144.5295429	-1.003802864	0.178177398	-5.633727245	1.76E-08	5.63E-08
AC243829.4	29.40704409	-1.162213018	0.206314946	-5.633198366	1.77E-08	5.64E-08
CAMK2N1	2062.595435	-1.025778087	0.182597334	-5.617705711	1.94E-08	6.15E-08
CHRNA4	4.086350439	-1.901110274	0.338478071	-5.61664237	1.95E-08	6.19E-08
AC011477.7	3.317609498	-1.103522322	0.196497357	-5.615965218	1.95E-08	6.21E-08
CCL18	5854.88063	-1.215659572	0.216563929	-5.613398212	1.98E-08	6.30E-08
XIRP2	3.985138837	-1.955094451	0.348582672	-5.608696604	2.04E-08	6.46E-08
DOK6	241.1062994	-1.051768677	0.187549877	-5.60794117	2.05E-08	6.49E-08
SLCO4C1	992.0879164	-1.21128875	0.21606782	-5.60605809	2.07E-08	6.56E-08
CFAP299	33.45041292	-1.704951276	0.304343311	-5.60206588	2.12E-08	6.70E-08
P3H2-AS1	8.517256076	-1.656023027	0.295653678	-5.601225852	2.13E-08	6.73E-08
RUNDC3B	51.05962064	-1.089286412	0.194490331	-5.600722705	2.13E-08	6.75E-08
AL137786.1	5.910064615	-1.405757051	0.251020613	-5.600165807	2.14E-08	6.77E-08
CX3CL1	5151.19589	-1.084528584	0.193709299	-5.598743019	2.16E-08	6.82E-08
LRRIQ1	196.7713244	-1.375280578	0.245965159	-5.591363349	2.25E-08	7.11E-08
AC025174.1	1.062623872	-1.640662441	0.293470624	-5.590550827	2.26E-08	7.14E-08
LMO7DN-IT1	4.808695041	-1.349345329	0.241631319	-5.5843147	2.35E-08	7.39E-08
MAATS1	254.5991154	-1.269045369	0.227318967	-5.582663797	2.37E-08	7.45E-08
AOX1	613.4049607	-1.205655361	0.216034983	-5.580833912	2.39E-08	7.53E-08
UNGP3	1.804524679	-1.232279336	0.220942223	-5.577382715	2.44E-08	7.68E-08
DNAAF3	178.3793133	-1.160053145	0.208393107	-5.566657948	2.60E-08	8.15E-08
MS4A15	1365.644472	-1.929020485	0.347218776	-5.555634143	2.77E-08	8.66E-08
AC093567.1	7.587913108	-1.169949819	0.210987264	-5.545120565	2.94E-08	9.18E-08
HHATL-AS1	6.46244554	-1.938484496	0.349765383	-5.542242291	2.99E-08	9.32E-08
AC096920.1	1.629817638	-1.228635118	0.221910052	-5.536635709	3.08E-08	9.62E-08
PLA2G3	110.1151932	-1.533421284	0.277062216	-5.534573816	3.12E-08	9.72E-08
AL357093.2	73.10179732	-1.796577783	0.324653081	-5.533838704	3.13E-08	9.76E-08
AC015726.2	1.539310179	-1.114434047	0.20144628	-5.532164932	3.16E-08	9.85E-08
VIPR1-AS1	59.58364009	-1.21342971	0.2193692	-5.531449766	3.18E-08	9.88E-08
KIR3DL1	11.25599114	-1.706045495	0.308729835	-5.526014331	3.28E-08	1.02E-07
AC007405.1	58.31179924	-1.085501203	0.19645216	-5.525524387	3.29E-08	1.02E-07
C8orf34-AS1	332.4503557	-1.437424902	0.260156404	-5.525233595	3.29E-08	1.02E-07
MEOX1	67.03137703	-1.180963355	0.214196352	-5.51346156	3.52E-08	1.09E-07
VSIG2	1465.239865	-1.372123024	0.248902467	-5.512693552	3.53E-08	1.10E-07
IQCA1	339.4595743	-1.111867525	0.201984403	-5.504719709	3.70E-08	1.14E-07
AC110048.1	2.375005539	-1.43543118	0.261050546	-5.498671426	3.83E-08	1.18E-07
FAM181A	48.58450382	-1.816446647	0.330659567	-5.493404185	3.94E-08	1.22E-07
TTPA	22.81446854	-1.509367791	0.27493275	-5.489952697	4.02E-08	1.24E-07
AL596442.2	19.03446869	-1.158340795	0.210992891	-5.489951777	4.02E-08	1.24E-07
ALPL	6242.759879	-1.282469208	0.233703608	-5.487588388	4.07E-08	1.25E-07
LINC02207	8.719204491	-1.146631209	0.20901261	-5.485942746	4.11E-08	1.27E-07
PDZD4	194.9853118	-1.080656872	0.197034668	-5.484602705	4.14E-08	1.27E-07
BANCR	34.19998685	-1.658156433	0.30235504	-5.484136911	4.15E-08	1.28E-07
HYDIN	215.5269258	-1.509023622	0.27535068	-5.480370065	4.24E-08	1.30E-07
AC027281.1	15.15137437	-2.02590947	0.369804184	-5.478330307	4.29E-08	1.32E-07
LRRC10B	276.8398691	-1.376068734	0.251269047	-5.476475322	4.34E-08	1.33E-07
SYPL2	58.32566088	-1.054354219	0.192534439	-5.476185075	4.35E-08	1.33E-07
IL1B	464.5258641	-1.012845406	0.184981197	-5.475396545	4.37E-08	1.34E-07
CLEC12B	12.04209768	-1.217156233	0.22246814	-5.471148523	4.47E-08	1.37E-07
DYDC1	9.705042767	-1.801830429	0.329393093	-5.470152439	4.50E-08	1.38E-07
CACHD1	1209.820857	-1.007208654	0.184154487	-5.469367979	4.52E-08	1.38E-07
AL139819.1	1.061117182	-1.674348432	0.30631776	-5.466050776	4.60E-08	1.41E-07
AL365259.1	3.559121216	-1.414782298	0.258962658	-5.463267602	4.67E-08	1.43E-07
GGTLC2	13.74128203	-1.481104325	0.271279319	-5.459702317	4.77E-08	1.46E-07
GAU1	2.044259019	-1.101943712	0.201840796	-5.459469719	4.78E-08	1.46E-07
CLSTN2	233.6054891	-1.121937737	0.205953196	-5.447537384	5.11E-08	1.55E-07
MAP3K19	120.9560609	-1.582869465	0.290571204	-5.447440916	5.11E-08	1.55E-07
AL663070.1	55.03065084	-1.002972316	0.184303641	-5.441956057	5.27E-08	1.60E-07
AC012409.3	5.589539545	-1.196303329	0.220071919	-5.435965356	5.45E-08	1.65E-07
PRIMA1	43.77049743	-1.522485883	0.280238561	-5.432820791	5.55E-08	1.68E-07
IZUMO1	14.90995874	-1.060331258	0.195268595	-5.430116693	5.63E-08	1.71E-07
LINC02696	8.528437951	-1.232781141	0.227071554	-5.429042608	5.67E-08	1.72E-07
CNTNAP3P2	6.642125914	-1.326816491	0.244486134	-5.426960082	5.73E-08	1.74E-07
LINC01010	29.30549221	-1.183961848	0.218304326	-5.423446575	5.85E-08	1.77E-07
NEK10	123.7909481	-1.248415111	0.230273207	-5.421451888	5.91E-08	1.79E-07
TMTC1	826.5577887	-1.082034153	0.199621596	-5.420426325	5.95E-08	1.80E-07
AC008609.1	10.71258095	-1.506117873	0.277962608	-5.418418989	6.01E-08	1.82E-07
PRLH	1.084715797	-2.069613438	0.382696829	-5.40797122	6.37E-08	1.92E-07
AC021546.1	1.268810292	-1.375446715	0.254456451	-5.405430703	6.47E-08	1.95E-07
DCDC2	339.156641	-1.236196146	0.228993202	-5.398396711	6.72E-08	2.02E-07
SLC26A3	4.431225238	-1.639396279	0.303801379	-5.396276622	6.80E-08	2.04E-07
LDLRAD1	390.9250777	-1.511703531	0.280461428	-5.390058591	7.04E-08	2.11E-07
RPS17P1	1.078893784	-1.573165179	0.292250609	-5.382932086	7.33E-08	2.19E-07
AC005274.1	7.944677067	-1.220562838	0.226829909	-5.380960761	7.41E-08	2.22E-07
TARID	67.32748401	-1.35516391	0.251871149	-5.380385631	7.43E-08	2.22E-07
PCSK9	805.4058771	-1.477773062	0.274726679	-5.379066452	7.49E-08	2.24E-07
CFAP74	159.3264821	-1.451782847	0.27001363	-5.376702076	7.59E-08	2.27E-07
DRC7	105.3637842	-1.473915147	0.274225057	-5.374837606	7.67E-08	2.29E-07
ADGRA1	14.61189653	-2.000955013	0.372321964	-5.374259926	7.69E-08	2.30E-07
PIFO	892.9731372	-1.090995911	0.203049112	-5.373064194	7.74E-08	2.31E-07
AL049757.1	4.344154394	-1.070489723	0.199264037	-5.372217378	7.78E-08	2.32E-07
CCDC60	71.57386558	-1.633055517	0.303991914	-5.372036046	7.79E-08	2.32E-07
CCDC181	107.1527607	-1.12060956	0.208639181	-5.371040832	7.83E-08	2.33E-07
CSTA	481.6604768	-1.015338283	0.189087417	-5.369676623	7.89E-08	2.35E-07
SLPI	19702.78404	-1.279580525	0.238361537	-5.368234068	7.95E-08	2.37E-07
AC093607.1	1.036425929	-2.117247987	0.394624002	-5.365228608	8.08E-08	2.41E-07
MIR126	5.028440207	-1.2375551	0.230750962	-5.363163332	8.18E-08	2.43E-07
C8orf34	182.0043354	-1.130699083	0.210986211	-5.359113646	8.36E-08	2.49E-07
AC078942.1	2.671500824	-1.541526247	0.287929949	-5.353823914	8.61E-08	2.56E-07
AC111188.1	1.316978635	-1.64375164	0.307065752	-5.353093373	8.65E-08	2.57E-07
ATP6V0E1P2	1.346701984	-1.316264051	0.246052108	-5.349533732	8.82E-08	2.62E-07
LINC02772	22.15273053	-1.681823972	0.314705465	-5.344120652	9.09E-08	2.69E-07
AL592114.3	2.985248044	-1.296392379	0.242613874	-5.34343877	9.12E-08	2.70E-07
AL356608.1	1.508914482	-1.322755369	0.247749567	-5.339082471	9.34E-08	2.76E-07
APOBEC4	63.11772156	-1.835841998	0.343930272	-5.337831958	9.41E-08	2.78E-07
KCNK4-TEX40	1.20348176	-1.412111798	0.264721335	-5.334333167	9.59E-08	2.83E-07
AC027348.1	2.942403203	-1.226644357	0.23012279	-5.330390593	9.80E-08	2.89E-07
AC035140.1	1.722148507	-1.231172674	0.231117516	-5.327041837	9.98E-08	2.94E-07
HLA-DRB9	17.66391496	-1.029076436	0.193195417	-5.326608953	1.00E-07	2.95E-07
AL450270.1	1.168922974	-1.965265569	0.369021511	-5.325612498	1.01E-07	2.96E-07
LINC02716	10.68856177	-1.057146008	0.198704078	-5.320202866	1.04E-07	3.05E-07
CCDC17	328.0781384	-1.307121406	0.245690239	-5.320200794	1.04E-07	3.05E-07
AC006159.2	1.617875996	-2.097771378	0.39434918	-5.319578391	1.04E-07	3.06E-07
AC008957.1	22.3096007	-1.001527515	0.188286757	-5.319160687	1.04E-07	3.06E-07
CASC1	120.8470427	-1.118879741	0.21038506	-5.318247129	1.05E-07	3.08E-07
FAM181A-AS1	14.74414473	-1.875616257	0.352754021	-5.317065561	1.05E-07	3.10E-07
AC087623.3	2.826457567	-1.152895584	0.216853338	-5.316476083	1.06E-07	3.11E-07
STMND1	110.2579053	-1.527818539	0.287794431	-5.308714748	1.10E-07	3.24E-07
AC008278.2	1.959838929	-1.749770082	0.329712427	-5.306958247	1.11E-07	3.27E-07
MGAM	75.31047555	-1.176464706	0.221818904	-5.303717065	1.13E-07	3.32E-07
PCDHA12	87.2187904	-1.183445332	0.22314893	-5.303387881	1.14E-07	3.33E-07
AL160191.1	1.021709339	-1.89478168	0.357455552	-5.300747658	1.15E-07	3.37E-07
FRMPD4	6.560847421	-1.74539984	0.329663692	-5.29448611	1.19E-07	3.49E-07
AC027449.1	3.286391445	-1.188864931	0.224909102	-5.285979634	1.25E-07	3.65E-07
EYA4	183.5821154	-1.365962225	0.258533371	-5.283504485	1.27E-07	3.69E-07
ADAM33	147.947843	-1.060839319	0.200806429	-5.28289519	1.27E-07	3.71E-07
NME9	71.0062867	-1.084999402	0.205651327	-5.275917334	1.32E-07	3.84E-07
HERC2P3	197.9538339	-1.124107275	0.213103971	-5.274924121	1.33E-07	3.86E-07
SLC18A2	117.4910947	-1.047974987	0.198695216	-5.274283944	1.33E-07	3.87E-07
DNAH12	234.9249563	-1.51434272	0.287240234	-5.27204249	1.35E-07	3.92E-07
DNAH6	234.9499632	-1.253642302	0.237829274	-5.27118584	1.36E-07	3.94E-07
RMST	24.12514326	-1.743134083	0.33088874	-5.268036874	1.38E-07	4.00E-07
AC079779.2	3.099335397	-1.252592315	0.237782965	-5.26779669	1.38E-07	4.01E-07
BCL9P1	2.699254295	-1.928857454	0.366459156	-5.26349915	1.41E-07	4.10E-07
AC109361.2	8.625859282	-1.406085769	0.267216295	-5.261976134	1.43E-07	4.13E-07
ATP13A4	2150.492704	-1.239808766	0.235622852	-5.261835847	1.43E-07	4.13E-07
CBLN4	40.56915042	-1.237308135	0.235173075	-5.26126613	1.43E-07	4.14E-07
AP000662.1	17.2111448	-1.005635581	0.191321392	-5.256263138	1.47E-07	4.25E-07
CDHR3	756.9555131	-1.454749887	0.277800434	-5.236672471	1.63E-07	4.70E-07
GPC5	95.7355456	-1.431535597	0.273881334	-5.226846151	1.72E-07	4.94E-07
LINC02596	1.232390096	-1.676509669	0.320846211	-5.225274944	1.74E-07	4.98E-07
KRT87P	85.97625233	-1.058732716	0.203069736	-5.213641063	1.85E-07	5.29E-07
SIAH3	13.52817945	-1.1809936	0.226543884	-5.213089747	1.86E-07	5.31E-07
TMEM252-DT	1.239667821	-1.850561423	0.355102564	-5.211343453	1.87E-07	5.35E-07
AC103681.2	1.754434736	-1.245053431	0.238987698	-5.20969673	1.89E-07	5.40E-07
PLA1A	465.5609848	-1.013228165	0.19472738	-5.203316364	1.96E-07	5.58E-07
GRIN3B	89.37899671	-1.190685409	0.228884136	-5.202131663	1.97E-07	5.61E-07
NOS1	204.2276584	-1.774486648	0.341251171	-5.199943035	1.99E-07	5.67E-07
ALDH1A1	6144.076179	-1.091990436	0.210136921	-5.196566269	2.03E-07	5.77E-07
WNT11	126.3749991	-1.065696513	0.20512088	-5.195456018	2.04E-07	5.81E-07
AC022164.1	27.44619028	-1.108280825	0.213734435	-5.185317121	2.16E-07	6.11E-07
GAS2L2	148.080644	-1.457911689	0.281360213	-5.18165547	2.20E-07	6.23E-07
AC106028.2	9.638490586	-1.013479642	0.195720786	-5.178191162	2.24E-07	6.33E-07
SPAG6	406.0214583	-1.588733014	0.30702652	-5.174579108	2.28E-07	6.45E-07
HMSD	33.868854	-1.020379528	0.197324127	-5.171083445	2.33E-07	6.57E-07
AC087392.2	5.623957308	-1.57042144	0.304457754	-5.158093096	2.49E-07	7.01E-07
AMER2	6.594142521	-1.933335752	0.375894308	-5.143296167	2.70E-07	7.56E-07
C9orf153	5.144623473	-1.023760138	0.199049676	-5.14323941	2.70E-07	7.56E-07
ADGRL3	189.3161238	-1.172977475	0.22810402	-5.142291986	2.71E-07	7.60E-07
MAPK4	264.1351322	-1.658493524	0.322828966	-5.137375204	2.79E-07	7.79E-07
LBX1-AS1	5.639023569	-1.110019057	0.216081802	-5.137031667	2.79E-07	7.80E-07
SPATS1	4.502124233	-2.305208807	0.448895624	-5.135289099	2.82E-07	7.87E-07
RIMS4	72.09548264	-1.624858552	0.316447266	-5.134689813	2.83E-07	7.89E-07
KRT72	1.95398219	-1.494939621	0.291397826	-5.130236007	2.89E-07	8.08E-07
AC005277.2	3.665212513	-1.208062059	0.23640933	-5.110043922	3.22E-07	8.96E-07
ACOXL-AS1	34.37187318	-1.057575821	0.207255151	-5.102772189	3.35E-07	9.29E-07
FABP5P2	1.457131581	-1.224062311	0.239889128	-5.102616876	3.35E-07	9.30E-07
MT2P1	14.99496101	-1.080894357	0.211886083	-5.101299445	3.37E-07	9.35E-07
AP000821.1	2.237790129	-1.985154167	0.389401132	-5.097967116	3.43E-07	9.52E-07
HSD17B13	166.5748179	-1.493723701	0.293072204	-5.096777116	3.45E-07	9.57E-07
LINC01016	2.091997719	-1.295635955	0.254264993	-5.095612812	3.48E-07	9.63E-07
AC124319.2	6.83815104	-1.134269674	0.222706881	-5.093105637	3.52E-07	9.76E-07
LRRC74A	3.84367956	-1.109572512	0.217876116	-5.09267622	3.53E-07	9.78E-07
AL121899.1	17.43884219	-1.292716008	0.254496378	-5.079506507	3.78E-07	1.05E-06
AC128709.1	3.023728493	-1.552685365	0.306819299	-5.060585732	4.18E-07	1.15E-06
MIR34C	5.515024644	-2.135314864	0.422162844	-5.058036008	4.24E-07	1.16E-06
AC063977.2	1.766501856	-1.087960535	0.215115793	-5.057557693	4.25E-07	1.17E-06
LINC01033	1.038054012	-1.31899539	0.26082724	-5.05696948	4.26E-07	1.17E-06
KRT42P	12.67775319	-1.336884991	0.264550191	-5.053426668	4.34E-07	1.19E-06
CDHR4	194.4986223	-1.619548259	0.320982762	-5.045592637	4.52E-07	1.24E-06
OR5E1P	1.487859827	-2.013392547	0.399696123	-5.037308169	4.72E-07	1.29E-06
LYPD2	9.448231944	-1.819325916	0.361216743	-5.036659992	4.74E-07	1.29E-06
SMAD9-IT1	4.309870855	-1.22366764	0.243057047	-5.034487392	4.79E-07	1.31E-06
LINC02555	116.5706509	-1.680063786	0.333933171	-5.03113776	4.88E-07	1.33E-06
BDH2P1	3.702085772	-1.178068357	0.234172649	-5.030768373	4.89E-07	1.33E-06
CCDC33	84.31666183	-1.593153182	0.316814131	-5.028668311	4.94E-07	1.34E-06
IL1A	104.157644	-1.310901293	0.260811419	-5.02624195	5.00E-07	1.36E-06
AC015660.2	3.711411319	-1.386678226	0.276047555	-5.023330939	5.08E-07	1.38E-06
IQUB	61.27252803	-1.026031528	0.204351142	-5.020923876	5.14E-07	1.40E-06
LMNTD1	15.54635779	-1.821993433	0.362941486	-5.020074874	5.17E-07	1.40E-06
CFTR	1081.40202	-1.240199541	0.247918375	-5.002451063	5.66E-07	1.53E-06
LYZ	29167.94643	-1.04526041	0.209065706	-4.999674174	5.74E-07	1.55E-06
CT62	4.739999316	-1.176914462	0.235904759	-4.988939045	6.07E-07	1.64E-06
AL357093.1	5.157282143	-1.769002164	0.354672861	-4.987700952	6.11E-07	1.65E-06
LINC02360	1.091748732	-2.380412788	0.477695713	-4.98311524	6.26E-07	1.68E-06
AC018467.1	1.608387227	-1.85285087	0.371878242	-4.982412681	6.28E-07	1.69E-06
AC023509.2	12.4547428	-1.132336525	0.227324546	-4.981145001	6.32E-07	1.70E-06
MS4A8	510.4692207	-1.728965156	0.347157684	-4.980345348	6.35E-07	1.71E-06
AL133320.2	20.35449342	-2.066944897	0.416129306	-4.967073617	6.80E-07	1.82E-06
FAM81B	213.0629823	-1.224545871	0.246702639	-4.963651276	6.92E-07	1.85E-06
AL353770.4	5.560713381	-2.168111236	0.43681602	-4.963442591	6.93E-07	1.85E-06
AC079760.2	9.348446089	-1.198980672	0.241619592	-4.962265937	6.97E-07	1.86E-06
AP003393.1	2.637524149	-1.398827139	0.281952692	-4.961212206	7.01E-07	1.87E-06
CYP1A1	140.13971	-2.532703288	0.510761913	-4.958676876	7.10E-07	1.90E-06
SCNN1G	841.9958376	-1.092864363	0.220669756	-4.952488206	7.33E-07	1.95E-06
TYRP1	143.4708624	-1.119065119	0.226274593	-4.945606594	7.59E-07	2.02E-06
AC063919.1	1.552534271	-1.343863828	0.271969494	-4.941230021	7.76E-07	2.06E-06
AL157996.1	5.357945471	-1.278527122	0.258776129	-4.940668697	7.79E-07	2.07E-06
AC011199.1	2.018474245	-1.18745598	0.240615926	-4.935068101	8.01E-07	2.13E-06
ZBBX	130.9237663	-1.607129665	0.325787096	-4.933067279	8.09E-07	2.15E-06
WDR11-AS1	12.01052278	-1.144874497	0.232121588	-4.932218969	8.13E-07	2.16E-06
CPEB1-AS1	2.965502891	-1.28219268	0.2600299	-4.930943257	8.18E-07	2.17E-06
CFAP46	139.6329987	-1.354724139	0.274830978	-4.929299261	8.25E-07	2.19E-06
AL160191.3	3.030766066	-1.80884803	0.367000194	-4.928738626	8.28E-07	2.19E-06
LINC01732	2.798013508	-1.369840097	0.27811064	-4.925522077	8.41E-07	2.23E-06
LINC01700	1.575825755	-1.378344703	0.279869582	-4.924953589	8.44E-07	2.23E-06
TRPC2	21.38472414	-1.057205808	0.214829609	-4.921136398	8.60E-07	2.28E-06
RN7SKP18	4.00756205	-1.44282077	0.293268412	-4.91979604	8.66E-07	2.29E-06
LINC01394	3.367200642	-1.100232687	0.223693975	-4.918472597	8.72E-07	2.31E-06
CCDC78	357.4033776	-1.091442642	0.221908627	-4.918432682	8.72E-07	2.31E-06
10-Mar	91.03893292	-1.051532019	0.214087151	-4.91170074	9.03E-07	2.38E-06
UTF1	1.311772855	-1.322234667	0.269259596	-4.910631546	9.08E-07	2.39E-06
KLRG2	150.1716862	-1.145235896	0.233378444	-4.907205129	9.24E-07	2.43E-06
RNU1-22P	1.190535702	-1.304564528	0.265891657	-4.906376311	9.28E-07	2.44E-06
AL121790.2	25.5156486	-1.503898663	0.306602971	-4.905036168	9.34E-07	2.46E-06
AC012178.1	1.38027938	-2.111083743	0.431834582	-4.88863984	1.02E-06	2.66E-06
AQP4-AS1	26.43256433	-1.289086188	0.26418	-4.879575246	1.06E-06	2.78E-06
FAM167A-AS1	4.925344401	-1.6747993	0.343288271	-4.878696543	1.07E-06	2.79E-06
AL032821.1	1.242762002	-1.284561827	0.263388875	-4.877054224	1.08E-06	2.82E-06
CADM3	173.9466307	-1.043532424	0.214372383	-4.867849148	1.13E-06	2.95E-06
AL033519.4	31.67608161	-1.333050028	0.274147356	-4.862531036	1.16E-06	3.02E-06
LMF1-AS1	9.358058027	-1.039687064	0.213915952	-4.860259617	1.17E-06	3.06E-06
METTL21C	2.002080957	-1.49880309	0.308497623	-4.858394287	1.18E-06	3.08E-06
RIC3	170.7400768	-1.060501045	0.21829977	-4.858003497	1.19E-06	3.09E-06
AC006159.1	2.918874297	-1.747667387	0.359986775	-4.854809983	1.21E-06	3.13E-06
AC007906.2	407.4947018	-1.366862538	0.281682382	-4.852495668	1.22E-06	3.17E-06
AC109466.1	1.383942296	-1.674669343	0.345189077	-4.851455201	1.23E-06	3.18E-06
